Book Name,Author,Rating,Number of Reviews,Price,Description,Listening Time (minutes),Genre,Rank
"The Manager's Guide to HR: Hiring, Firing, Performance Evaluations, Documentation, Benefits, and Everything Else You Need to Know, 2nd Edition",Max Muller,4.5,22,703.0,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",-60.0,Fantasy,999
Sphere,Michael Crichton,4.3,587,1005.0,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",-60.0,Fantasy,999
Why We Get Sick: The Hidden Epidemic at the Root of Most Chronic Disease - and How to Fight It,Benjamin Bikman PhD,4.8,133,773.0,"A scientist reveals the groundbreaking evidence linking many major diseases, including cancer, diabetes, and Alzheimer’s disease, to a common root cause - insulin resistance - and shares an easy, effective plan to reverse and prevent it.",414.0,Ageing Health,3
House of Chains: The Malazan Book of the Fallen 4,Steven Erikson,4.6,445,1025.0,"Random House presents the audiobook edition of House of Chains: The Malazan Book of the Fallen 4 by Steven Erikson, read by Michael Page. ",2104.0,Fantasy,130
"The Stress Solution: The 4 Steps to Reset Your Body, Mind, Relationships and Purpose",Dr Rangan Chatterjee,4.7,546,615.0,Brought to you by Penguin. ,331.0,Stress Management,45
Wild,Cheryl Strayed,4.4,13768,748.0,"A powerful, blazingly honest memoir: the story of an 1100-mile solo hike that broke down a young woman reeling from catastrophe and built her back up again. At 22, Cheryl Strayed thought she had lost everything. After her mother's death, her family scattered and her own marriage was destroyed. Four years later, with nothing more to lose, she decided to hike the Pacific Crest Trail from the Mojave Desert through California and Oregon to Washington State - alone. She had no experience as a long-distance hiker, and the trail was little more than an idea: vague, outlandish, and full of promise. But it was a promise of piecing together a life that had come undone. Strayed faces rattlesnakes and bears, intense heat and record snowfalls, and both the beauty and intense loneliness of the trail. ",779.0,Grief & Loss,7
How to Worry Less about Money: The School of Life,John Armstrong,4.3,61,323.0,"Break free of your destructive relationship with money, and learn how money can make you happy. Our relationship with money is one that lasts a lifetime. It can be as important as family life, as competitive as work, and as exciting and secretive as love. Yet books about money tend to take one of two routes: a) how to get more, or b) how to deal with less. This book turns these questions upside down, and looks not at money itself, but at the way we view it. How does money drive us? How does it frighten us? And how can it help us make sense of who we are?",194.0,Personal Finance,54
On Confidence,The School of Life,4.4,113,351.0,"A thought-provoking essay that teaches us that confidence is not a gift from the gods, but a skill that can be learned. ",69.0,Consciousness & Thought,11
Winter of the World,Ken Follett,4.5,9615,323.0,"Five linked families live out their destinies as the world is shaken by tyranny and war in the mid-20th century. Berlin in 1933 is in upheaval. Eleven-year-old Carla von Ulrich struggles to understand the tensions disrupting her family as Hitler strengthens his grip on Germany. Into this turmoil step her mother’s formidable friend and former British MP, Ethel Leckwith, and her student son, Lloyd, who soon learns for himself the brutal reality of Nazism. ",1903.0,Historical Fiction,69
The Storyteller's Secret: How TED Speakers and Inspirational Leaders Turn Their Passion into Performance,Carmine Gallo,4.4,182,323.0,How did an American immigrant without a college education go from Venice Beach T-shirt vendor to television's most successful producer? How did a timid pastor's son surmount a paralysing fear of public speaking to sell out Yankee Stadium - twice? How did the city of Tokyo create a PowerPoint stunning enough to win them the chance to host the Olympics? ,494.0,Public Speaking,9
City of Bones,Cassandra Clare,4.5,4440,937.0,"Clary Fray is seeing things: vampires in Brooklyn and werewolves in Manhattan. Irresistably drawn towards a group of sexy demon hunters, Clary encounters the dark side of New York City - and the dangers of forbidden love.",852.0,Fantasy for Teens,5
"Second Chance: for Your Money, Your Life and Our World",Robert T. Kiyosaki,4.4,440,670.0,"Few would argue with the fact that on many fronts, we are a world in crisis. And there are two sides to every crisis, be it a leadership crisis, an economic crisis, an education crisis, or a moral crisis. The two sides to crisis are danger and opportunity. ",555.0,Entrepreneurship,86
Blockchain: The Insights You Need from Harvard Business Review,Harvard Business Review,4.2,11,469.0,Can blockchain solve your biggest business problem? ,203.0,Data Science,9
Classic Goosebumps: Stay Out of the Basement,R. L. Stine,4.7,173,351.0,"Dr. Brewer is doing a little plant testing in his basement. Nothing to worry about. Harmless, really. But Margaret and Casey Brewer are worried about their father. Especially when they...meet...some of the plants he is growing down there. Then they notice that their father is developing plantlike tendencies. In fact he is becoming distinctly weedy - and seedy. Is it just part of their father's ""harmless"" experiment? Or has the basement turned into another little shop of horrors? ",160.0,Monster Stories for Children,6
"The Spider Network: The Wild Story of a Maths Genius, a Gang of Backstabbing Bankers, and One of the Greatest Scams in Financial History",David Enrich,4.4,287,683.0,Short-listed for the Financial Times Business Book of the Year ,928.0,Hoax & Deception True Crime,1
The Coalition Years: 1996-2012,Pranab Mukherjee,4.1,104,668.0,The Coalition Years begins its journey in 1996 and explores the highs and lows that characterized 16 years of one of the most tumultuous periods in the nation’s political history. It is an insightful account of the larger governance phenomenon in India - coalition politics - as seen through the eyes of one of the chief architects of the post-Congress era of Indian politics. ,513.0,Biographies of Politicians,23
Why Suffering?: Finding Meaning and Comfort When Life Doesn't Make Sense,Ravi Zacharias,4.7,289,500.0,"Why would a loving and powerful God allow so much pain and suffering? In Why Suffering? Ravi Zacharias and Vince Vitale carefully walk you through a variety of responses that considered together provide a clear, comprehensive, and convincing answer. Responses like: ",423.0,Christian Apologetics,1
Bulletproof Problem Solving: The One Skill That Changes Everything,Charles Conn,4.6,120,586.0,Complex problem solving is the core skill for 21st-century teams.  ,454.0,Business Decision Making & Problem Solving,45
The Breadwinner,Deborah Ellis,4.7,436,450.0,"In this powerful and realistic tale, 11-year-old Parvana lives with her family in one room of a bombed-out apartment building in Kabul, Afghanistan's capital city during the Taliban rule. Parvana's father - a history teacher until his school was bombed and his health destroyed - works from a blanket on the ground in the marketplace, reading letters for people who cannot read or write. One day he is arrested for the crime of having a foreign education, and the family is left without someone who can earn money or even shop for food. As conditions in the family grow desperate, only one solution emerges. ",180.0,Fiction on Violence for Children,1
The 8th Habit (Live),Stephen Covey,4.4,433,304.0, ,2700.0,Stress Management,25
"Thaumaturge: Spellmonger, Book 11",Terry Mancour,4.7,167,1675.0,The Spellmonger in exile!,-60.0,Personal Success,999
The Giraffe and the Pelly and Me,Roald Dahl,4.7,433,615.0,"The Giraffe and the Pelly and Me, a classic Roald Dahl story, brought to life in an audiobook reading by House star Hugh Laurie. ",2700.0,Fiction Classics for Children,40
Chicken Soup for the Soul: Think Positive: 101 Inspirational Stories About Counting Your Blessings and Having a Positive Attitude,Jack Canfield,4.6,336,836.0,"Chicken Soup for the Soul: Think Positive will inspire and uplift readers with its stories of optimism, faith, and strength. In bad times, and good, readers will be heartened to keep a positive attitude. A great start to the New Year. ",633.0,Personal Success,486
HBR's 10 Must Reads on Negotiation: HBR's 10 Must Reads Series,Harvard Business Review,4.4,26,586.0,Learn to be a better negotiator - and achieve the outcomes you want.  ,350.0,Conflict Resolution,1
The New Life,Orhan Pamuk,3.9,19,759.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-60.0,Religion & Philosophy,999
